date,stream,reach,microsite,quadrat,quadrat.id,species,sample.id,salmon.density,chum.density,pink.density,dist.upstream,dist.from.stream,side.of.stream,orientation,slope,aspect,avg.canopy.cover,avg.soil.moisture,ref.soil.moisture,stem.density,fruit.count,punch.weight.mg,punch.notes,image.id,leaf.area,num..of.leaves,rMean,gMean,bMean,percent.green,c.13,total.c.ug,n.15,total.n.ug,sample.weight.mg
18-Jul-19,Farm Bay,1,D,1,Farm Bay-1D1,VASP,Farm Bay-1D1-VASP,0.002333333,0,0.002333333,80,0.6,L,254,11,254,89.44,18.8,16.7,NA,NA,1.135,NA,IMG_8073,34.007,NA,73.763,93.673,49.068,0.432661752,-35.18,1898.55,-0.63,113.04,4.347
18-Jul-19,Farm Bay,1,D,2,Farm Bay-1D2,MEFE,Farm Bay-1D2-MEFE,0.002333333,0,0.002333333,80,2.7,L,254,11,254,89.44,30.2,16.7,NA,NA,0.62,NA,IMG_8062,7.042,7,91.221,105.512,61.5,0.40859224,-34.93,1404.96,-6.09,59.52,3.747
18-Jul-19,Farm Bay,1,D,2,Farm Bay-1D2,RUSP,Farm Bay-1D2-RUSP,0.002333333,0,0.002333333,80,2.7,L,254,11,254,89.44,30.2,16.7,NA,NA,0.686,NA,IMG_8085,30.9,NA,73.397,89.13,43.308,0.433016737,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,1,D,2,Farm Bay-1D2,VASP,Farm Bay-1D2-VASP,0.002333333,0,0.002333333,80,2.7,L,254,11,254,89.44,30.2,16.7,NA,NA,0.62,NA,IMG_8074,16.905,NA,69.959,87.801,47.028,0.428740942,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,2,A,1,Farm Bay-2A1,MEFE,Farm Bay-2A1-MEFE,0.002333333,0,0.002333333,126,6,R,52,0,NA,92.04,32.9,16.7,NA,NA,0.632,NA,IMG_8072,19.831,9,76.864,97.015,55.917,0.422178802,-34.71,1683.12,-1.57,100.38,4.301
18-Jul-19,Farm Bay,2,A,1,Farm Bay-2A1,RUSP,Farm Bay-2A1-RUSP,0.002333333,0,0.002333333,126,6,R,52,0,NA,92.04,32.9,16.7,NA,NA,0.635,NA,IMG_8046,44.827,NA,52.327,70.839,37.945,0.439690648,-33.01,1569.1,-0.51,107.49,3.747
18-Jul-19,Farm Bay,2,A,1,Farm Bay-2A1,TITR,Farm Bay-2A1-TITR,0.002333333,0,0.002333333,126,6,R,52,0,NA,92.04,32.9,16.7,NA,NA,0.792,NA,IMG_8081,10.157,NA,68.044,83.735,45.754,0.423903854,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,2,A,1,Farm Bay-2A1,VASP,Farm Bay-2A1-VASP,0.002333333,0,0.002333333,126,6,R,52,0,NA,92.04,32.9,16.7,NA,NA,0.725,NA,IMG_8067,12.46,NA,69.818,89.559,45.617,0.436885958,-36.65,1691.55,0.35,83.9,3.883
18-Jul-19,Farm Bay,2,B,1,Farm Bay-2B1,RUSP,Farm Bay-2B1-RUSP,0.002333333,0,0.002333333,127,0.5,L,240,31,240,93.86,20.4,16.7,NA,NA,0.943,NA,IMG_8093,98.121,NA,57.605,81.26,35.079,0.467161845,-30.49,1735.67,-0.48,90.78,4.008
18-Jul-19,Farm Bay,2,B,2,Farm Bay-2B2,MEFE,Farm Bay-2B2-MEFE,0.002333333,0,0.002333333,133,3.1,L,240,31,240,76.44,45.1,16.7,NA,NA,1.447,NA,IMG_8080,24.796,9,66.218,82.964,38.975,0.440929649,-33.25,1627.79,-4.62,52.74,3.982
18-Jul-19,Farm Bay,2,B,2,Farm Bay-2B2,TITR,Farm Bay-2B2-TITR,0.002333333,0,0.002333333,133,3.1,L,240,31,240,76.44,45.1,16.7,NA,NA,1.451,NA,IMG_8078,16.362,NA,78.423,95.156,46.65,0.432077519,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,2,B,2,Farm Bay-2B2,VASP,Farm Bay-2B2-VASP,0.002333333,0,0.002333333,133,3.1,L,240,31,240,76.44,45.1,16.7,NA,NA,1.008,NA,IMG_8079,10.326,NA,77.99,87.432,44.222,0.417049856,-34.64,1825.36,-3.51,80.91,4.094
18-Jul-19,Farm Bay,2,C,1,Farm Bay-2C1,MADI,Farm Bay-2C1-MADI,0.002333333,0,0.002333333,141,3.4,R,66,0,NA,87.62,15.1,16.7,NA,NA,0.58,NA,IMG_8098,12.691,NA,91.32,111.937,41.979,0.456446036,-35.52,1430.6,-2.71,67.58,3.693
18-Jul-19,Farm Bay,2,C,1,Farm Bay-2C1,MEFE,Farm Bay-2C1-MEFE,0.002333333,0,0.002333333,141,3.4,R,66,0,NA,87.62,15.1,16.7,NA,NA,0.799,NA,IMG_8100,20.214,7,82.463,100.969,47.882,0.436501898,-33.51,1666.53,-2.7,78.28,4.297
18-Jul-19,Farm Bay,2,C,1,Farm Bay-2C1,VASP,Farm Bay-2C1-VASP,0.002333333,0,0.002333333,141,3.4,R,66,0,NA,87.62,15.1,16.7,NA,NA,0.824,NA,IMG_8049,16.229,NA,82.374,97.097,56.404,0.411645999,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,2,D,1,Farm Bay-2D1,MEFE,Farm Bay-2D1-MEFE,0.002333333,0,0.002333333,144,2,L,252,31,252,66.56,51.8,16.7,5,NA,0.942,NA,IMG_8066,12.897,8,86.326,102.95,45.418,0.438656293,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,2,D,1,Farm Bay-2D1,VASP,Farm Bay-2D1-VASP,0.002333333,0,0.002333333,144,2,L,252,31,252,66.56,51.8,16.7,2,NA,0.961,NA,IMG_8090,12.068,NA,92.662,110.757,44.421,0.446889122,-35.2,1958.27,-2.08,63.21,4.433
18-Jul-19,Farm Bay,3,A,1,Farm Bay-3A1,MEFE,Farm Bay-3A1-MEFE,0.002333333,0,0.002333333,162,6.2,R,96,0,NA,85.02,53.9,16.7,5,NA,1.207,NA,IMG_8101,21.298,8,79.073,97.614,40.427,0.449597907,-33.69,1910.05,-4.56,56.76,4.472
18-Jul-19,Farm Bay,3,A,1,Farm Bay-3A1,RUSP,Farm Bay-3A1-RUSP,0.002333333,0,0.002333333,162,6.2,R,96,0,NA,85.02,53.9,16.7,2,NA,0.943,NA,IMG_8086,36.002,NA,73.983,94.428,41.888,0.449017827,-33.99,1619.92,0.04,60.48,3.875
18-Jul-19,Farm Bay,3,A,1,Farm Bay-3A1,TITR,Farm Bay-3A1-TITR,0.002333333,0,0.002333333,162,6.2,R,96,0,NA,85.02,53.9,16.7,NA,NA,NA,NA,IMG_8087,2.915,NA,91.473,112.807,45.194,0.452179385,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,A,1,Farm Bay-3A1,VASP,Farm Bay-3A1-VASP,0.002333333,0,0.002333333,162,6.2,R,96,0,NA,85.02,53.9,16.7,3,NA,0.577,NA,IMG_8103,23.119,NA,81.829,97.197,50.852,0.422819931,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,B,1,Farm Bay-3B1,MEFE,Farm Bay-3B1-MEFE,0.002333333,0,0.002333333,192,5.1,L,296,0,NA,94.64,40.8,16.7,3,NA,0.797,NA,IMG_8075,17.099,5,71.294,88.078,44.163,0.432741298,-32.93,1640.33,-1.82,64.75,3.925
18-Jul-19,Farm Bay,3,B,1,Farm Bay-3B1,TITR,Farm Bay-3B1-TITR,0.002333333,0,0.002333333,192,5.1,L,296,0,NA,94.64,40.8,16.7,NA,NA,0.954,NA,IMG_8058,9.484,NA,64.812,75.898,48.842,0.400407276,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,B,1,Farm Bay-3B1,VASP,Farm Bay-3B1-VASP,0.002333333,0,0.002333333,192,5.1,L,296,0,NA,94.64,40.8,16.7,4,NA,0.836,NA,IMG_8063,16.587,NA,74.976,96.715,42.902,0.450690377,-34.82,1996.08,-0.04,91.2,4.52
18-Jul-19,Farm Bay,3,C,1,Farm Bay-3C1,MEFE,Farm Bay-3C1-MEFE,0.002333333,0,0.002333333,201,2.6,R,62,15,62,89.96,46.4,16.7,3,NA,0.868,NA,IMG_8099,22.266,7,81.691,94.761,45.396,0.42714381,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,C,1,Farm Bay-3C1,RUSP,Farm Bay-3C1-RUSP,0.002333333,0,0.002333333,201,2.6,R,62,15,62,89.96,46.4,16.7,3,NA,0.58,NA,IMG_8102,41.994,NA,74.274,92.356,42.196,0.442262937,-34.82,1681.66,-0.55,98.93,4.194
18-Jul-19,Farm Bay,3,C,1,Farm Bay-3C1,TITR,Farm Bay-3C1-TITR,0.002333333,0,0.002333333,201,2.6,R,62,15,62,89.96,46.4,16.7,NA,NA,NA,NA,IMG_8084,9.105,NA,83.3,99.425,55.7,0.417007445,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,C,1,Farm Bay-3C1,VASP,Farm Bay-3C1-VASP,0.002333333,0,0.002333333,201,2.6,R,62,15,62,89.96,46.4,16.7,3,NA,0.812,NA,IMG_8097,10.823,NA,81.051,86.677,50.21,0.397714029,-35.48,1860.84,-0.82,93.26,4.309
18-Jul-19,Farm Bay,3,C,2,Farm Bay-3C2,MADI,Farm Bay-3C2-MADI,0.002333333,0,0.002333333,200,3.6,R,62,15,62,85.8,49.6,16.7,8,NA,0.667,NA,IMG_8091,10.911,NA,81.851,101.351,42.268,0.449509913,-36.16,1735.38,-4.16,74.65,4.46
18-Jul-19,Farm Bay,3,C,2,Farm Bay-3C2,MEFE,Farm Bay-3C2-MEFE,0.002333333,0,0.002333333,200,3.6,R,62,15,62,85.8,49.6,16.7,1,NA,1.196,NA,IMG_8092,11.404,7,79.623,97.935,44.796,0.440446315,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,C,2,Farm Bay-3C2,TITR,Farm Bay-3C2-TITR,0.002333333,0,0.002333333,200,3.6,R,62,15,62,85.8,49.6,16.7,NA,NA,1.088,NA,IMG_8077,14.022,NA,58.295,74.992,40.916,0.430486272,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,D,1,Farm Bay-3D1,MEFE,Farm Bay-3D1-MEFE,0.002333333,0,0.002333333,220,0.9,L,218,12,218,89.44,16.2,16.7,1,NA,1.035,NA,IMG_8096,18.108,6,74.509,90.394,43.208,0.434354743,-34.29,1920.1,-0.54,79.22,4.531
18-Jul-19,Farm Bay,3,D,1,Farm Bay-3D1,RUSP,Farm Bay-3D1-RUSP,0.002333333,0,0.002333333,220,0.9,L,218,12,218,89.44,16.2,16.7,1,19,0.722,NA,IMG_8089,40.996,NA,74.29,93.416,45.55,0.438046292,-31.36,1548.03,-1.8,76.66,3.789
18-Jul-19,Farm Bay,3,D,1,Farm Bay-3D1,TITR,Farm Bay-3D1-TITR,0.002333333,0,0.002333333,220,0.9,L,218,12,218,89.44,16.2,16.7,NA,NA,NA,NA,IMG_8095,4.998,NA,72.089,80.11,46.966,0.402229307,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,3,D,1,Farm Bay-3D1,VASP,Farm Bay-3D1-VASP,0.002333333,0,0.002333333,220,0.9,L,218,12,218,89.44,16.2,16.7,4,NA,0.581,NA,IMG_8094,12.839,NA,82.322,104.469,42.78,0.455061833,-36.52,1558.86,-0.32,76.04,3.654
18-Jul-19,Farm Bay,4,A,1,Farm Bay-4A1,MEFE,Farm Bay-4A1-MEFE,0.002333333,0,0.002333333,271,1.9,R,93,27,93,88.14,25.2,16.7,3,NA,0.665,NA,IMG_8083,35.379,5,74.135,96.414,44.151,0.44906381,-34.33,1816.99,-5.28,82.66,4.527
18-Jul-19,Farm Bay,4,A,1,Farm Bay-4A1,TITR,Farm Bay-4A1-TITR,0.002333333,0,0.002333333,271,1.9,R,93,27,93,88.14,25.2,16.7,NA,NA,0.832,NA,IMG_8082,8.481,NA,78.212,88.771,49.947,0.409214954,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,4,A,1,Farm Bay-4A1,VASP,Farm Bay-4A1-VASP,0.002333333,0,0.002333333,271,1.9,R,93,27,93,88.14,25.2,16.7,5,NA,0.559,NA,IMG_8088,20.105,NA,74.413,92.618,43.673,0.439564508,-36.79,1648.78,-2.96,79.9,3.822
18-Jul-19,Farm Bay,4,B,1,Farm Bay-4B1,MEFE,Farm Bay-4B1-MEFE,0.002333333,0,0.002333333,284,2.7,L,276,35,276,86.84,53.8,16.7,2,NA,0.838,NA,IMG_8050,22.819,6,75.632,91.521,48.367,0.424652005,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,4,B,1,Farm Bay-4B1,VASP,Farm Bay-4B1-VASP,0.002333333,0,0.002333333,284,2.7,L,276,35,276,86.84,53.8,16.7,1,NA,0.89,NA,IMG_8061,24.719,NA,85.068,99.939,53.324,0.419328581,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,4,C,1,Farm Bay-4C1,RUSP,Farm Bay-4C1-RUSP,0.002333333,0,0.002333333,280,0.8,R,110,20,110,89.96,30.1,16.7,1,NA,0.759,NA,IMG_8043,54.132,NA,62.737,84.743,38.472,0.455725133,-33.11,1714.49,-1.72,90.65,4.222
18-Jul-19,Farm Bay,4,C,1,Farm Bay-4C1,TITR,Farm Bay-4C1-TITR,0.002333333,0,0.002333333,280,0.8,R,110,20,110,89.96,30.1,16.7,NA,NA,0.872,NA,IMG_8055,11.556,NA,81.475,95.282,54.278,0.412413704,NA,NA,NA,NA,NA
18-Jul-19,Farm Bay,4,C,1,Farm Bay-4C1,VASP,Farm Bay-4C1-VASP,0.002333333,0,0.002333333,280,0.8,R,110,20,110,89.96,30.1,16.7,4,3,0.809,NA,IMG_8051,16.581,NA,83.817,99.817,53.822,0.420359983,-35.3,1797.92,-0.94,81.59,4.08
18-Jul-19,Farm Bay,4,C,2,Farm Bay-4C2,MEFE,Farm Bay-4C2-MEFE,0.002333333,0,0.002333333,281,2,R,110,20,110,92.3,19,16.7,5,NA,0.631,NA,IMG_8052,12.589,5,99.468,114.964,61.86,0.416096014,-35.29,1729.87,-6.42,72.65,4.552
18-Jul-19,Farm Bay,4,D,1,Farm Bay-4D1,MEFE,Farm Bay-4D1-MEFE,0.002333333,0,0.002333333,312,4.4,L,312,13,312,90.48,25.5,16.7,2,NA,0.892,NA,IMG_8057,22.637,6,86.785,103.269,50.794,0.428772504,-34.41,1832.29,-2.25,63.27,4.512
18-Jul-19,Farm Bay,4,D,1,Farm Bay-4D1,VASP,Farm Bay-4D1-VASP,0.002333333,0,0.002333333,312,4.4,L,312,13,312,90.48,25.5,16.7,2,NA,0.802,NA,IMG_8056,11.838,NA,78.372,91.6,52.225,0.41224679,-36.05,1632.17,1.23,81.56,3.712
19-Jul-19,Quartcha,1,A,1,Quartcha-1A1,MADI,Quartcha-1A1-MADI,14.21145833,11.30208333,2.909375,2,1.5,R,22,24,22,78,24.4,13.6,240,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,-30.87,1850.8,1.39,97.26,4.453
19-Jul-19,Quartcha,1,A,1,Quartcha-1A1,RUSP,Quartcha-1A1-RUSP,14.21145833,11.30208333,2.909375,2,1.5,R,22,24,22,78,24.4,13.6,5,14,0.789,NA,NA,NA,NA,NA,NA,NA,NA,-31.64,1832.49,3.93,127.92,4.195
19-Jul-19,Quartcha,1,A,1,Quartcha-1A1,VASP,Quartcha-1A1-VASP,14.21145833,11.30208333,2.909375,2,1.5,R,22,24,22,78,24.4,13.6,2,NA,0.799,NA,IMG_8140,14.765,NA,75.389,98.231,37.17,0.466013568,-32.67,1965.74,4.84,88.48,4.263
19-Jul-19,Quartcha,1,A,2,Quartcha-1A2,MADI,Quartcha-1A2-MADI,14.21145833,11.30208333,2.909375,2,5.4,R,22,0,NA,85.8,4,13.6,3,NA,0.319,NA,IMG_8141,19.372,NA,73.06,97.937,29.162,0.48929601,-35.97,1454.3,-0.89,110.92,3.611
19-Jul-19,Quartcha,1,A,2,Quartcha-1A2,MEFE,Quartcha-1A2-MEFE,14.21145833,11.30208333,2.909375,2,5.4,R,22,0,NA,85.8,4,13.6,2,NA,0.78,NA,IMG_8143,24.104,6,73.964,96.922,33.514,0.474178082,-33.16,1794.34,-0.12,76.19,4.221
19-Jul-19,Quartcha,1,A,2,Quartcha-1A2,VASP,Quartcha-1A2-VASP,14.21145833,11.30208333,2.909375,2,5.4,R,22,0,NA,85.8,4,13.6,1,NA,0.508,NA,IMG_8145,15.531,NA,74.484,91.032,37.327,0.448780584,-34.52,1836.74,0.85,104.73,4.154
19-Jul-19,Quartcha,1,B,1,Quartcha-1B1,RUSP,Quartcha-1B1-RUSP,14.21145833,11.30208333,2.909375,56,0.5,L,27,18,27,86.06,24.6,13.6,10,34,0.967,NA,IMG_8133,69.809,NA,49.725,71.785,33.773,0.462284989,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,B,1,Quartcha-1B1,VASP,Quartcha-1B1-VASP,14.21145833,11.30208333,2.909375,56,0.5,L,27,18,27,86.06,24.6,13.6,3,NA,0.658,NA,IMG_8138,17.977,NA,71.91,93.713,35.206,0.466630815,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,B,2,Quartcha-1B2,MADI,Quartcha-1B2-MADI,14.21145833,11.30208333,2.909375,52,0.5,L,27,18,27,70.2,17.9,13.6,18,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,B,2,Quartcha-1B2,MEFE,Quartcha-1B2-MEFE,14.21145833,11.30208333,2.909375,52,0.5,L,27,18,27,70.2,17.9,13.6,4,18,1.347,NA,IMG_8134,32.21,5,54.16,73.726,31.305,0.463129197,-33.34,1885.64,2.89,69.2,4.324
19-Jul-19,Quartcha,1,B,2,Quartcha-1B2,VASP,Quartcha-1B2-VASP,14.21145833,11.30208333,2.909375,52,0.5,L,27,18,27,70.2,17.9,13.6,4,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,C,1,Quartcha-1C1,MADI,Quartcha-1C1-MADI,14.21145833,11.30208333,2.909375,79,12.2,R,16.6,9,16.6,90.74,36.5,13.6,41,NA,0.557,NA,IMG_8135,20.687,NA,75.229,105.236,32.819,0.493407851,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,C,1,Quartcha-1C1,RUSP,Quartcha-1C1-RUSP,14.21145833,11.30208333,2.909375,79,12.2,R,9,9,9,90.74,36.5,13.6,4,NA,1.036,NA,IMG_8157,44.174,NA,43.251,66.676,26.547,0.488561924,-31.97,1914.22,2.06,106.84,4.331
19-Jul-19,Quartcha,1,C,1,Quartcha-1C1,TITR,Quartcha-1C1-TITR,14.21145833,11.30208333,2.909375,79,12.2,R,9,9,9,90.74,36.5,13.6,NA,NA,0.569,NA,IMG_8137,17.401,NA,61.452,86.189,32.615,0.478147745,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,C,1,Quartcha-1C1,VASP,Quartcha-1C1-VASP,14.21145833,11.30208333,2.909375,79,12.2,R,16.6,9,16.6,90.74,36.5,13.6,1,NA,0.598,NA,IMG_8166,15.357,NA,70.49,89.554,34.564,0.460176355,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,C,2,Quartcha-1C2,MADI,Quartcha-1C2-MADI,14.21145833,11.30208333,2.909375,82,13.2,R,16.6,9,16.6,88.14,31.2,13.6,7,NA,0.594,NA,IMG_8154,37.442,NA,68.22,96.817,31.551,0.492486825,-33.53,1763.45,3,87.77,4.207
19-Jul-19,Quartcha,1,C,2,Quartcha-1C2,MEFE,Quartcha-1C2-MEFE,14.21145833,11.30208333,2.909375,82,13.2,R,16.6,9,16.6,88.14,31.2,13.6,1,NA,0.581,NA,IMG_8156,25.191,10,88.534,108.363,47.298,0.443756015,-32.79,1831.16,0.63,77.2,4.336
19-Jul-19,Quartcha,1,C,2,Quartcha-1C2,RUSP,Quartcha-1C2-RUSP,14.21145833,11.30208333,2.909375,82,13.2,R,16.6,9,16.6,88.14,31.2,13.6,2,NA,0.59,NA,IMG_8151,94.633,NA,73.745,99.422,33.603,0.480833777,-33.74,1602.7,2.42,73,3.684
19-Jul-19,Quartcha,1,D,1,Quartcha-1D1,MADI,Quartcha-1D1-MADI,14.21145833,11.30208333,2.909375,94,21.2,L,29,26,29,74.88,25.4,13.6,4,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,D,1,Quartcha-1D1,RUSP,Quartcha-1D1-RUSP,14.21145833,11.30208333,2.909375,94,21.2,L,29,26,29,74.88,25.4,13.6,3,3,0.912,NA,IMG_8130,57.491,NA,48.865,72.575,31.942,0.473165039,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,D,1,Quartcha-1D1,TITR,Quartcha-1D1-TITR,14.21145833,11.30208333,2.909375,94,21.2,L,29,26,29,74.88,25.4,13.6,NA,NA,0.503,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,1,D,1,Quartcha-1D1,VASP,Quartcha-1D1-VASP,14.21145833,11.30208333,2.909375,94,21.2,L,29,26,29,74.88,25.4,13.6,1,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,-36.03,1770.45,-1.42,91.61,3.972
19-Jul-19,Quartcha,2,A,1,Quartcha-2A1,MADI,Quartcha-2A1-MADI,14.21145833,11.30208333,2.909375,128,0.6,R,184,0,NA,94.38,20.3,13.6,19,NA,0.649,NA,IMG_8163,31.255,NA,49.118,71.555,31.309,0.470812333,-32.1,1617.38,6.68,107.91,3.769
19-Jul-19,Quartcha,2,A,1,Quartcha-2A1,RUSP,Quartcha-2A1-RUSP,14.21145833,11.30208333,2.909375,128,0.6,R,184,0,NA,94.38,20.3,13.6,7,23,0.602,NA,IMG_8164,59.286,NA,41.105,63.112,28.952,0.473924112,-31.74,1882.48,2.39,146.45,4.179
19-Jul-19,Quartcha,2,B,1,Quartcha-2B1,MADI,Quartcha-2B1-MADI,14.21145833,11.30208333,2.909375,146,2.1,L,26,25,26,86.06,19.5,13.6,3,NA,0.562,NA,IMG_8172,31.18,NA,67.287,96.68,28.455,0.502437351,-34.35,1562.61,1.33,70.32,3.708
19-Jul-19,Quartcha,2,B,1,Quartcha-2B1,MEFE,Quartcha-2B1-MEFE,14.21145833,11.30208333,2.909375,146,2.1,L,26,25,26,86.06,19.5,13.6,1,NA,0.617,NA,IMG_8180,25.157,NA,72.343,98.594,36.891,0.474401909,-34.32,1847.88,0.7,96.35,4.242
19-Jul-19,Quartcha,2,B,1,Quartcha-2B1,RUSP,Quartcha-2B1-RUSP,14.21145833,11.30208333,2.909375,146,2.1,L,26,25,26,86.06,19.5,13.6,2,NA,0.807,NA,IMG_8165,84.305,NA,47.406,69.561,33.506,0.46228227,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,2,B,1,Quartcha-2B1,TITR,Quartcha-2B1-TITR,14.21145833,11.30208333,2.909375,146,2.1,L,26,25,26,86.06,19.5,13.6,NA,NA,0.724,NA,IMG_8173,19.964,NA,54.568,83.164,29.477,0.497365572,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,2,B,1,Quartcha-2B1,VASP,Quartcha-2B1-VASP,14.21145833,11.30208333,2.909375,146,2.1,L,26,25,26,86.06,19.5,13.6,1,NA,0.549,NA,IMG_8174,45.035,NA,62.813,85.169,34.462,0.466822696,-35.74,2019.02,2.36,117.29,4.554
19-Jul-19,Quartcha,2,C,1,Quartcha-2C1,RUSP,Quartcha-2C1-RUSP,14.21145833,11.30208333,2.909375,197,4.1,R,182,0,NA,82.16,146,13.6,4,7,0.679,NA,IMG_8171,89.351,NA,57.03,81.722,30.005,0.484258431,-33.26,1689.68,-1.5,102.89,3.914
19-Jul-19,Quartcha,2,C,2,Quartcha-2C2,RUSP,Quartcha-2C2-RUSP,14.21145833,11.30208333,2.909375,198,4.6,R,182,0,NA,82.16,19.6,13.6,1,NA,0.647,NA,IMG_8179,110.748,NA,55.101,81.374,33.897,0.477625431,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,2,C,2,Quartcha-2C2,TITR,Quartcha-2C2-TITR,14.21145833,11.30208333,2.909375,198,4.6,R,182,0,NA,82.16,19.6,13.6,NA,NA,1.001,NA,IMG_8176,20.287,NA,59.51,81.099,36.922,0.456815993,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,2,C,2,Quartcha-2C2,VASP,Quartcha-2C2-VASP,14.21145833,11.30208333,2.909375,198,4.6,R,182,0,NA,82.16,19.6,13.6,1,NA,0.82,NA,IMG_8175,16.06,NA,72.165,94.495,35.992,0.466291969,-35.83,1918.93,-1.47,104.56,4.206
19-Jul-19,Quartcha,2,D,1,Quartcha-2D1,MEFE,Quartcha-2D1-MEFE,14.21145833,11.30208333,2.909375,199,1.7,L,12,35,12,89.18,21.7,13.6,NA,NA,0.692,NA,IMG_8184,41.653,6,68.852,91.821,39.932,0.457720396,-33.93,1840.72,-0.52,79.06,4.246
19-Jul-19,Quartcha,2,D,1,Quartcha-2D1,RUSP,Quartcha-2D1-RUSP,14.21145833,11.30208333,2.909375,199,1.7,L,12,35,12,89.18,21.7,13.6,3,25,0.581,NA,IMG_8181,67.405,NA,46.323,71.606,27.426,0.492628393,-31.92,1961.08,-0.92,117.59,4.411
19-Jul-19,Quartcha,2,D,2,Quartcha-2D2,MADI,Quartcha-2D2-MADI,14.21145833,11.30208333,2.909375,197,6.2,L,12,35,12,89.7,28,13.6,19,NA,0.516,NA,IMG_8182,48.767,NA,55.045,84.042,26.209,0.508433356,-35.46,1777.17,-0.02,102.72,4.279
19-Jul-19,Quartcha,2,D,2,Quartcha-2D2,MEFE,Quartcha-2D2-MEFE,14.21145833,11.30208333,2.909375,197,6.2,L,12,35,12,89.7,28,13.6,2,NA,NA,envelope missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,2,D,2,Quartcha-2D2,RUSP,Quartcha-2D2-RUSP,14.21145833,11.30208333,2.909375,197,6.2,L,12,35,12,89.7,28,13.6,3,NA,0.689,NA,IMG_8185,56.582,NA,44.254,64.605,31.898,0.458982502,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,3,A,1,Quartcha-3A1,RUSP,Quartcha-3A1-RUSP,14.21145833,11.30208333,2.909375,225,0.8,R,221,13,221,89.96,10.8,13.6,1,20,0.583,NA,IMG_8186,66.539,NA,39.185,64.926,29.497,0.485943956,-31.07,1649.94,0.13,101.25,3.862
19-Jul-19,Quartcha,3,A,1,Quartcha-3A1,TITR,Quartcha-3A1-TITR,14.21145833,11.30208333,2.909375,225,0.8,R,221,13,221,89.96,10.8,13.6,NA,NA,0.603,NA,IMG_8183,33.467,NA,49.184,74.753,28.333,0.490924017,NA,NA,NA,NA,NA
19-Jul-19,Quartcha,3,A,2,Quartcha-3A2,MADI,Quartcha-3A2-MADI,14.21145833,11.30208333,2.909375,226,3.6,R,221,13,221,92.3,32.2,13.6,33,NA,0.701,NA,IMG_8162,26.838,NA,71.735,101.738,27.898,0.505226671,-31.38,1589.09,0.32,60.06,3.861
19-Jul-19,Quartcha,3,A,2,Quartcha-3A2,RUSP,Quartcha-3A2-RUSP,14.21145833,11.30208333,2.909375,226,3.6,R,221,13,221,92.3,32.2,13.6,3,NA,1.052,NA,IMG_8155,45.351,NA,45.232,66.226,31.862,0.462084845,-31.12,1685.58,1.25,82.98,3.763
19-Jul-19,Quartcha,3,A,2,Quartcha-3A2,TITR,Quartcha-3A2-TITR,14.21145833,11.30208333,2.909375,226,3.6,R,221,13,221,92.3,32.2,13.6,NA,NA,0.706,NA,IMG_8159,18.821,NA,71.097,100.946,27.024,0.507095601,NA,NA,NA,NA,NA
